"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[23787]",-0.897128414913512,0.000402574179597937,0.0114263276567083,-0.919810396110536,-0.904656273518352,-0.896850630927101,-0.889268169395198,-0.87539968700263,805.603814637046,1.0025638004049
"log_lik[23788]",-0.393607774146377,0.000726146208299776,0.0166117947885125,-0.426307981414683,-0.404716029314079,-0.393696833125558,-0.382238242027209,-0.361272209925793,523.341249582309,1.00008880222819
"log_lik[23789]",-0.688814950019023,0.000656984510229882,0.0158788754103694,-0.719884807531077,-0.700078835087456,-0.688864979177385,-0.676831113069682,-0.658975350342872,584.156511010716,1.00246198055448
"log_lik[23790]",-0.743566346680043,0.000399201765082771,0.0130006747745486,-0.768390375524954,-0.752184772682357,-0.743827111372445,-0.734920568370509,-0.717043882528433,1060.58842361853,0.999895319876061
"log_lik[23791]",-0.693198657996928,0.00104748014946656,0.0171140298909395,-0.728881327037988,-0.704629037327808,-0.692653474300646,-0.68093914248431,-0.662468808412946,266.93957786402,1.00840519174074
"log_lik[23792]",-0.999439578728228,0.000449223078408243,0.0146528635254655,-1.02960419635651,-1.00855309307537,-0.999082915060646,-0.989363224125654,-0.970889623690663,1063.94919446968,1.00274846508552
"log_lik[23793]",-1.02074091509818,0.000471527153977974,0.012375448434628,-1.04662051190684,-1.02883554229024,-1.02038774317535,-1.01213565286383,-0.998033497598794,688.824323787793,1.00293582645331
"log_lik[23794]",-3.0301265311181,0.00275022593627049,0.0677793869992497,-3.15872258366494,-3.08003384540564,-3.02886966454198,-2.98556886872121,-2.89742259869984,607.377258043056,1.00215883854744
"log_lik[23795]",-0.977645275846236,0.000599116792966371,0.0138195568798301,-1.00489178838441,-0.986596928520689,-0.977017544043821,-0.96840005545934,-0.951198877379972,532.065684166862,1.0009260666538
"log_lik[23796]",-1.1068377177086,0.000632242238179742,0.0105988985138007,-1.12715428892532,-1.11375733441704,-1.10643246182894,-1.09928945282243,-1.0868772467166,281.031146232717,1.00013630876803
"log_lik[23797]",-1.10724952335173,0.000340038960498597,0.0113062515183834,-1.12942757111622,-1.11428581771581,-1.10708391227788,-1.10047795180678,-1.08502495381754,1105.55391111864,0.999741965918456
