"ordre","franja","tipo_dia","media_hw","sd_hw","n"
7,"14-16h","Fin de semana",13.1258928571429,3.03320665676692,56
8,"14-16h","Fin de semana",13.2367231638418,3.04567210630569,59
9,"14-16h","Fin de semana",13.1581699346405,3.38246026920745,51
10,"14-16h","Fin de semana",13.05,3.37984514062451,57
11,"14-16h","Fin de semana",13.0058479532164,3.7538677028416,57
12,"14-16h","Fin de semana",13.0166666666667,3.92417526560061,56
13,"14-16h","Fin de semana",12.8192528735632,4.19073493268946,58
14,"14-16h","Fin de semana",12.8005747126437,4.16765247463015,58
15,"14-16h","Fin de semana",12.9850282485876,4.62990000855596,59
16,"14-16h","Fin de semana",12.9505649717514,4.77888070835932,59
17,"14-16h","Fin de semana",12.9497175141243,4.95877303326683,59
18,"14-16h","Fin de semana",12.8011904761905,4.96518063709859,56
19,"14-16h","Fin de semana",12.7440476190476,4.79558870167897,56
20,"14-16h","Fin de semana",12.4748484848485,5.08896861566942,55
21,"14-16h","Fin de semana",12.5353801169591,5.15156594139742,57
22,"14-16h","Fin de semana",12.6005847953216,5.22384923618435,57
23,"14-16h","Fin de semana",12.580701754386,5.46211136922875,57
24,"14-16h","Fin de semana",12.7025423728814,5.64986760564317,59
25,"14-16h","Fin de semana",12.6222222222222,5.35741432292792,57
26,"14-16h","Fin de semana",12.1698113207547,5.06488461470711,53
27,"14-16h","Fin de semana",12.3387878787879,5.42391827464759,55
28,"14-16h","Fin de semana",12.502380952381,5.84070739849746,56
29,"14-16h","Fin de semana",12.2218954248366,5.36940146695046,51
30,"14-16h","Fin de semana",12.7389937106918,5.67882175184922,53
31,"14-16h","Fin de semana",12.6843333333333,5.32567520976536,50
32,"14-16h","Fin de semana",12.371,5.78998647874382,50
33,"14-16h","Fin de semana",12.4056603773585,5.7703596662002,53
34,"14-16h","Fin de semana",12.925786163522,5.8410494443648,53
35,"14-16h","Fin de semana",12.7576388888889,5.664296498828,48
36,"14-16h","Fin de semana",12.8298742138365,6.31521392408448,53
37,"14-16h","Fin de semana",12.5786231884058,6.11767996757938,46
38,"14-16h","Fin de semana",12.6746913580247,6.40561920895339,54
39,"14-16h","Fin de semana",12.3325757575758,6.00210014337301,44
1,"12-14h","Fin de semana",13.0846774193548,2.09336991890321,62
2,"12-14h","Fin de semana",13.1513888888889,2.35566650970786,60
3,"12-14h","Fin de semana",13.0666666666667,2.55717142230632,62
4,"12-14h","Fin de semana",13.2228070175439,2.61238205395438,57
5,"12-14h","Fin de semana",13.0901639344262,2.7123335877425,61
6,"12-14h","Fin de semana",13.1318965517241,2.79869310297276,58
7,"12-14h","Fin de semana",12.9626344086022,3.19694709432245,62
8,"12-14h","Fin de semana",12.9190860215054,3.18807952590855,62
10,"12-14h","Fin de semana",12.8572222222222,3.54743928580934,60
11,"12-14h","Fin de semana",12.9852150537634,3.71868602158457,62
13,"12-14h","Fin de semana",12.9252777777778,3.99416062903977,60
14,"12-14h","Fin de semana",12.9830601092896,4.07934327934914,61
15,"12-14h","Fin de semana",13.0739247311828,4.25631387954839,62
16,"12-14h","Fin de semana",13.1537634408602,4.34229046875855,62
17,"12-14h","Fin de semana",13.1172043010753,4.34423174255089,62
18,"12-14h","Fin de semana",13.105,4.69127821996306,60
19,"12-14h","Fin de semana",13.1220430107527,4.40683437404964,62
20,"12-14h","Fin de semana",13.1844086021505,4.3768661083576,62
21,"12-14h","Fin de semana",13.169623655914,4.27829116188688,62
22,"12-14h","Fin de semana",13.2427419354839,4.45992029971971,62
23,"12-14h","Fin de semana",13.2104838709677,4.51721886192689,62
24,"12-14h","Fin de semana",13.3436111111111,4.36065710988679,60
25,"12-14h","Fin de semana",13.2400537634409,4.52348904991224,62
26,"12-14h","Fin de semana",13.3475,4.5743345918908,60
27,"12-14h","Fin de semana",13.2887096774194,4.6682294165119,62
28,"12-14h","Fin de semana",13.2489247311828,4.70173191258799,62
29,"12-14h","Fin de semana",13.3247311827957,4.7939784083135,62
30,"12-14h","Fin de semana",13.3972222222222,4.82843621644691,60
31,"12-14h","Fin de semana",13.2865591397849,4.80398176408962,62
32,"12-14h","Fin de semana",13.4152777777778,5.06111639544439,60
33,"12-14h","Fin de semana",13.44,5.2346809952862,60
34,"12-14h","Fin de semana",13.4438172043011,5.18938354561736,62
35,"12-14h","Fin de semana",13.5658602150538,5.23902133150992,62
36,"12-14h","Fin de semana",13.5833333333333,5.48031230638528,60
37,"12-14h","Fin de semana",13.4117486338798,5.45218130342268,61
38,"12-14h","Fin de semana",13.4049180327869,5.51495890339469,61
39,"12-14h","Fin de semana",13.1647058823529,5.53567184225167,51
9,"12-14h","Fin de semana",12.7307471264368,3.15549398937779,58
12,"12-14h","Fin de semana",12.9105263157895,3.68798541542591,57
1,"16-18h","Fin de semana",13.4810897435897,1.39305399851139,52
2,"16-18h","Fin de semana",13.3230769230769,1.50114754160917,52
3,"16-18h","Fin de semana",13.3134615384615,1.64868085666061,52
4,"16-18h","Fin de semana",13.2647435897436,1.81892033217363,52
5,"16-18h","Fin de semana",13.2650641025641,2.02810658883589,52
6,"16-18h","Fin de semana",13.2564102564103,1.91195970438137,52
7,"16-18h","Fin de semana",13.1663461538462,2.18384464996255,52
8,"16-18h","Fin de semana",13.2673076923077,2.50417725420199,52
9,"16-18h","Fin de semana",13.2192307692308,2.74592069121331,52
10,"16-18h","Fin de semana",13.1761437908497,2.87005275774576,51
11,"16-18h","Fin de semana",13.2251700680272,2.97121631949503,49
12,"16-18h","Fin de semana",13.1477564102564,3.09261371229701,52
13,"16-18h","Fin de semana",13.1936666666667,3.55982542120796,50
14,"16-18h","Fin de semana",13.2556666666667,3.46975367851511,50
15,"16-18h","Fin de semana",13.1858974358974,4.15518468244981,52
16,"16-18h","Fin de semana",13.1516025641026,4.35524032591358,52
17,"16-18h","Fin de semana",13.0935897435897,4.2628303753236,52
18,"16-18h","Fin de semana",13.1945512820513,4.41495122827887,52
19,"16-18h","Fin de semana",13.2201923076923,4.44940491546072,52
20,"16-18h","Fin de semana",13.2,4.56526026719064,52
21,"16-18h","Fin de semana",13.2852564102564,4.86980118172419,52
22,"16-18h","Fin de semana",13.2509615384615,5.02056057319099,52
23,"16-18h","Fin de semana",13.2419871794872,4.99670751114191,52
24,"16-18h","Fin de semana",13.3125,5.06219044078977,52
25,"16-18h","Fin de semana",13.3836538461538,4.95343072325793,52
26,"16-18h","Fin de semana",13.3214743589744,5.02192506264693,52
27,"16-18h","Fin de semana",13.3358974358974,5.10538865283183,52
28,"16-18h","Fin de semana",13.2173333333333,5.17280079137126,50
29,"16-18h","Fin de semana",13.0413194444444,5.31996883776504,48
30,"16-18h","Fin de semana",12.9974637681159,5.24034676002695,46
31,"16-18h","Fin de semana",13.0166666666667,5.53252084027456,50
32,"16-18h","Fin de semana",13.0727891156463,5.30767339988803,49
33,"16-18h","Fin de semana",13.0561224489796,5.11229873039203,49
34,"16-18h","Fin de semana",12.9541666666667,5.53132087488288,52
35,"16-18h","Fin de semana",13.025,5.49216068374141,52
36,"16-18h","Fin de semana",12.9544871794872,5.42085671563297,52
37,"16-18h","Fin de semana",12.9240384615385,5.37751553686777,52
38,"16-18h","Fin de semana",13.022,5.76343588472007,50
39,"16-18h","Fin de semana",12.8407894736842,6.2413251477652,38
1,"18-20h","Fin de semana",14.499358974359,0.90522533436869,26
2,"18-20h","Fin de semana",14.2416666666667,1.30374886811498,26
3,"18-20h","Fin de semana",14.1715277777778,1.47343201819367,24
4,"18-20h","Fin de semana",14.0375,1.70248645954308,24
5,"18-20h","Fin de semana",13.9020833333333,1.69898600407095,24
6,"18-20h","Fin de semana",13.9891025641025,1.81282432995647,26
7,"18-20h","Fin de semana",13.898717948718,2.20621306051251,26
8,"18-20h","Fin de semana",13.8717948717949,2.16370961920474,26
9,"18-20h","Fin de semana",13.8652173913043,2.37840618607215,23
10,"18-20h","Fin de semana",13.9532051282051,2.42363372384328,26
11,"18-20h","Fin de semana",13.9121794871795,2.54741506321083,26
12,"18-20h","Fin de semana",14.1006666666667,2.46796362299863,25
13,"18-20h","Fin de semana",13.675,2.74134562676991,24
14,"18-20h","Fin de semana",13.5263888888889,2.91566200778473,24
15,"18-20h","Fin de semana",13.7935897435897,2.80229698213239,26
16,"18-20h","Fin de semana",13.8923076923077,2.83388712536621,26
17,"18-20h","Fin de semana",13.9051282051282,2.81427223365619,26
18,"18-20h","Fin de semana",13.6145833333333,2.72229262084858,24
19,"18-20h","Fin de semana",13.6429487179487,2.60476560291975,26
20,"18-20h","Fin de semana",13.8160256410257,2.62398543682113,26
21,"18-20h","Fin de semana",13.700641025641,2.99725608133401,26
22,"18-20h","Fin de semana",13.5819444444445,2.88951927811789,24
23,"18-20h","Fin de semana",13.5865384615385,3.3443551752859,26
24,"18-20h","Fin de semana",13.2388888888889,3.32620130732882,24
25,"18-20h","Fin de semana",13.2659722222222,3.22130767985257,24
26,"18-20h","Fin de semana",13.0986111111111,3.89841388738537,24
27,"18-20h","Fin de semana",13.2486111111111,3.89550377716913,24
28,"18-20h","Fin de semana",13.1659722222222,4.09114301725086,24
29,"18-20h","Fin de semana",13.3270833333333,4.31718790569087,24
30,"18-20h","Fin de semana",13.4291666666667,4.50803161411014,24
31,"18-20h","Fin de semana",13.3381944444444,4.09350103267465,24
32,"18-20h","Fin de semana",13.575641025641,4.43205051808661,26
33,"18-20h","Fin de semana",13.35625,4.35612682111556,24
34,"18-20h","Fin de semana",13.3201388888889,4.16159975733585,24
35,"18-20h","Fin de semana",13.424358974359,4.90521090444579,26
36,"18-20h","Fin de semana",13.55,5.05629200985157,26
37,"18-20h","Fin de semana",13.5307692307692,5.06898125269476,26
38,"18-20h","Fin de semana",12.7514492753623,3.93621143110875,23
39,"18-20h","Fin de semana",12.9468253968254,5.7890596507733,21
1,"20-22h","Fin de semana",15.0022222222222,0.0138968231305339,15
2,"20-22h","Fin de semana",14.8777777777778,2.11519133686168,15
3,"20-22h","Fin de semana",14.9588888888889,2.12144068548017,15
4,"20-22h","Fin de semana",14.9977777777778,2.83524352042396,15
5,"20-22h","Fin de semana",15.0433333333333,3.55672178294427,15
6,"20-22h","Fin de semana",15.0444444444445,3.72082655663365,15
8,"20-22h","Fin de semana",14.2866666666667,3.64564428081262,15
9,"20-22h","Fin de semana",14.3,4.2870606350842,15
10,"20-22h","Fin de semana",14.4144444444444,4.70399976154484,15
11,"20-22h","Fin de semana",14.5688888888889,4.69775726069612,15
12,"20-22h","Fin de semana",14.5755555555555,4.73618654224711,15
13,"20-22h","Fin de semana",14.4777777777778,5.65511661377055,15
14,"20-22h","Fin de semana",14.4366666666667,5.53447062322724,15
15,"20-22h","Fin de semana",13.5630952380952,5.69453621236997,14
16,"20-22h","Fin de semana",14.4866666666667,6.55008239376266,15
18,"20-22h","Fin de semana",14.2266666666667,6.67785608595765,15
20,"20-22h","Fin de semana",14.4466666666667,6.53017780938793,15
21,"20-22h","Fin de semana",13.6857142857143,6.03009141240849,14
22,"20-22h","Fin de semana",14.5888888888889,6.76491493472562,15
23,"20-22h","Fin de semana",13.9083333333334,6.1423315751828,14
25,"20-22h","Fin de semana",13.8714285714286,6.35659502928256,14
26,"20-22h","Fin de semana",13.9238095238095,6.59470687219373,14
39,"20-22h","Fin de semana",14.3933333333334,5.42741213370935,10
7,"20-22h","Fin de semana",14.9589743589743,4.21977057139526,13
17,"20-22h","Fin de semana",14.3541666666667,5.59008919626707,12
19,"20-22h","Fin de semana",15.2115384615385,6.10443594254521,13
24,"20-22h","Fin de semana",15.3705128205128,5.98213448933011,13
27,"20-22h","Fin de semana",15.4366666666667,5.07927160132237,10
28,"20-22h","Fin de semana",14.2555555555555,6.26687351904468,12
29,"20-22h","Fin de semana",15.0416666666667,5.88390905797063,10
30,"20-22h","Fin de semana",13.3604166666667,4.82266423025463,8
31,"20-22h","Fin de semana",13.1439393939394,6.09142508744537,11
32,"20-22h","Fin de semana",13.7888888888889,5.21375051612988,9
33,"20-22h","Fin de semana",11.8111111111111,5.66460746899356,9
34,"20-22h","Fin de semana",11.9633333333333,5.71991215507096,10
35,"20-22h","Fin de semana",12.0666666666667,5.64188480895625,10
36,"20-22h","Fin de semana",14.802380952381,5.74129315485177,7
37,"20-22h","Fin de semana",14.7857142857143,5.48004315821263,7
38,"20-22h","Fin de semana",14.0395833333333,5.8535699153566,8
