par_id,bus_delante,trip_delante,bus_detras,trip_detras,codi_parada,ordre,headway_pair,hora_delante_str,hora_detras_str,franja_hora
1623_1__6800_1,1623,1623_1,6800,6800_1,2984,2,7.916666666666686,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,2685,3,8.016666666666652,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,3649,4,8.28333333333336,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,3747,5,9.5,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,482,6,9.050000000000011,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,709,7,10.050000000000011,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,1577,8,8.53333333333336,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,990,9,9.483333333333292,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,109,10,9.449999999999989,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,396,11,9.566666666666663,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,1253,12,9.566666666666663,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,1554,13,10.350000000000023,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,1099,14,9.683333333333337,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,168,15,10.050000000000011,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,929,16,11.600000000000023,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,94,17,9.533333333333303,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,1080,18,9.766666666666652,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,146,19,8.133333333333326,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,1089,20,8.166666666666686,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,213,21,7.883333333333326,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,3907,22,8.383333333333326,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,949,23,8.75,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,913,24,7.766666666666708,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,307,25,7.633333333333326,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,212,26,7.633333333333326,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,2665,27,7.566666666666663,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,2736,28,6.800000000000011,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,705,29,8.766666666666652,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,9979,30,8.050000000000011,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,2492,31,8.149999999999977,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,946,32,6.733333333333292,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,947,33,6.28333333333336,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,327,34,6.433333333333337,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,3284,35,7.716666666666697,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,3282,36,7.71666666666664,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,2583,37,7.78333333333336,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,2590,38,8.449999999999989,05:19:37,05:27:32,5
1623_1__6800_1,1623,1623_1,6800,6800_1,603,39,7.4833333333333485,05:19:37,05:27:32,5
1623_2__6800_2,1623,1623_2,6800,6800_2,3797,1,9.0,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,2685,3,8.850000000000023,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,3649,4,9.600000000000023,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,3747,5,9.233333333333292,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,482,6,9.483333333333292,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,709,7,8.766666666666708,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,1577,8,7.733333333333405,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,990,9,6.916666666666686,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,109,10,8.56666666666672,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,396,11,7.850000000000023,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,1253,12,7.633333333333326,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,1554,13,7.699999999999932,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,1099,14,8.216666666666697,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,168,15,7.833333333333371,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,929,16,7.649999999999977,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,94,17,8.31666666666672,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,1080,18,5.7333333333333485,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,1089,20,8.083333333333371,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,213,21,5.9833333333333485,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,3907,22,6.816666666666606,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,949,23,6.050000000000068,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,913,24,5.650000000000091,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,307,25,6.466666666666697,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,212,26,5.050000000000068,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,2665,27,4.0499999999999545,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,2736,28,4.149999999999977,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,705,29,3.6333333333334394,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,9979,30,2.7999999999999545,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,2492,31,2.0,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,946,32,1.75,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,947,33,2.516666666666765,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,327,34,2.3999999999999773,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,3284,35,3.1333333333333258,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,3282,36,3.683333333333394,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,2583,37,2.3999999999999773,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,2590,38,1.3333333333333712,08:13:59,08:22:59,8
1623_2__6800_2,1623,1623_2,6800,6800_2,603,39,1.9166666666667425,08:13:59,08:22:59,8
1623_3__6800_3,1623,1623_3,6800,6800_3,3797,1,12.0,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,2984,2,10.900000000000091,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,2685,3,10.583333333333371,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,3649,4,11.149999999999977,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,3747,5,10.916666666666629,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,482,6,11.566666666666606,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,709,7,11.016666666666652,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,1577,8,10.549999999999955,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,990,9,12.399999999999977,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,109,10,11.833333333333258,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,396,11,9.949999999999932,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,1253,12,9.049999999999955,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,1554,13,9.899999999999977,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,1099,14,10.183333333333394,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,168,15,11.583333333333258,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,929,16,10.833333333333371,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,94,17,10.850000000000023,11:11:00,11:23:00,11
1623_3__6800_3,1623,1623_3,6800,6800_3,1080,18,11.016666666666652,11:11:00,11:23:00,11
