par_id,bus_delante,trip_delante,bus_detras,trip_detras,codi_parada,ordre,headway_pair,hora_delante_str,hora_detras_str,franja_hora
6007_1__6809_1,6007,6007_1,6809,6809_1,2685,3,16.916666666666657,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,3649,4,17.316666666666663,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,3747,5,18.01666666666668,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,482,6,18.366666666666674,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,709,7,17.433333333333337,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,1577,8,16.683333333333337,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,990,9,18.566666666666663,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,109,10,18.21666666666664,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,396,11,17.799999999999983,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,1253,12,17.73333333333332,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,1099,14,16.96666666666664,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,168,15,16.183333333333337,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,929,16,15.933333333333366,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,94,17,14.783333333333331,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,1080,18,13.283333333333331,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,146,19,12.833333333333314,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,1089,20,13.399999999999977,03:52:30,04:09:25,3
6007_1__6809_1,6007,6007_1,6809,6809_1,213,21,14.116666666666674,03:52:30,04:09:25,3
