par_id,bus_delante,trip_delante,bus_detras,trip_detras,codi_parada,ordre,headway_pair,hora_delante_str,hora_detras_str,franja_hora
6036_1__6802_2,6036,6036_1,6802,6802_2,2685,3,13.666666666666686,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,3649,4,12.716666666666697,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,3747,5,13.083333333333314,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,482,6,12.96666666666664,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,709,7,12.900000000000034,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,1577,8,12.416666666666629,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,990,9,11.483333333333292,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,109,10,11.166666666666686,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,396,11,9.516666666666652,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,1253,12,10.049999999999955,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,1099,14,12.78333333333336,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,168,15,11.033333333333303,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,929,16,11.099999999999966,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,94,17,10.75,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,1080,18,10.583333333333371,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,146,19,10.5,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,1089,20,10.25,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,213,21,10.133333333333326,07:43:22,07:57:02,7
6036_1__6802_2,6036,6036_1,6802,6802_2,3907,22,9.300000000000011,07:43:22,07:57:02,7
