par_id,bus_delante,trip_delante,bus_detras,trip_detras,codi_parada,ordre,headway_pair,hora_delante_str,hora_detras_str,franja_hora
6022_1__6800_1,6022,6022_1,6800,6800_1,2984,2,6.416666666666686,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,2685,3,6.349999999999966,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,3649,4,7.0166666666666515,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,3747,5,6.616666666666674,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,482,6,6.899999999999977,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,709,7,5.116666666666674,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,1577,8,6.166666666666686,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,990,9,5.25,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,109,10,5.600000000000023,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,396,11,5.683333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,1253,12,6.116666666666674,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,1554,13,6.149999999999977,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,1099,14,6.116666666666674,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,168,15,6.683333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,929,16,6.033333333333303,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,94,17,5.033333333333303,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,1080,18,4.566666666666663,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,146,19,4.2333333333333485,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,1089,20,4.7333333333333485,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,213,21,5.199999999999989,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,3907,22,5.183333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,949,23,3.9166666666666856,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,913,24,4.283333333333303,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,307,25,4.416666666666686,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,212,26,4.933333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,2665,27,3.9166666666666288,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,2736,28,4.75,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,705,29,4.166666666666686,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,9979,30,4.333333333333371,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,2492,31,5.433333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,946,32,5.666666666666686,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,947,33,4.516666666666708,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,327,34,5.666666666666686,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,3284,35,5.933333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,3282,36,3.5500000000000114,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,2583,37,3.683333333333337,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,2590,38,5.28333333333336,05:06:23,05:12:48,5
6022_1__6800_1,6022,6022_1,6800,6800_1,603,39,4.316666666666663,05:06:23,05:12:48,5
6022_2__6800_2,6022,6022_2,6800,6800_2,3797,1,9.0,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,2984,2,9.366666666666674,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,2685,3,8.78333333333336,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,3649,4,8.150000000000034,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,3747,5,8.883333333333383,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,482,6,8.416666666666686,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,709,7,8.166666666666629,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,1577,8,6.966666666666697,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,990,9,8.050000000000011,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,109,10,7.5166666666666515,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,396,11,6.116666666666674,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,1253,12,6.033333333333303,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,1554,13,6.583333333333314,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,1099,14,5.9500000000000455,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,168,15,6.166666666666686,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,929,16,6.883333333333326,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,94,17,6.283333333333303,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,1080,18,6.250000000000057,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,146,19,8.733333333333292,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,1089,20,9.500000000000057,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,213,21,9.933333333333394,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,3907,22,8.899999999999977,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,949,23,9.216666666666697,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,913,24,10.316666666666606,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,307,25,10.43333333333328,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,212,26,10.699999999999932,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,2665,27,10.416666666666629,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,2736,28,10.850000000000023,07:55:00,08:04:00,7
6022_2__6800_2,6022,6022_2,6800,6800_2,705,29,12.083333333333371,07:55:00,08:04:00,7
