par_id,bus_delante,trip_delante,bus_detras,trip_detras,codi_parada,ordre,headway_pair,hora_delante_str,hora_detras_str,franja_hora
6024_1__6030_1,6024,6024_1,6030,6030_1,3797,1,9.0,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,2984,2,8.183333333333337,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,2685,3,8.333333333333314,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,3649,4,10.016666666666708,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,3747,5,11.133333333333326,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,482,6,11.383333333333326,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,709,7,12.600000000000023,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,1577,8,13.166666666666686,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,990,9,13.016666666666652,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,109,10,13.449999999999989,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,396,11,13.46666666666664,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,1554,13,11.616666666666674,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,1099,14,11.516666666666708,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,168,15,13.850000000000023,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,929,16,13.133333333333326,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,94,17,15.266666666666652,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,1080,18,14.71666666666664,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,146,19,16.98333333333335,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,1089,20,17.0,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,213,21,17.01666666666665,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,3907,22,18.066666666666663,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,949,23,18.566666666666663,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,913,24,18.966666666666697,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,307,25,17.900000000000034,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,212,26,17.466666666666697,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,2665,27,18.649999999999977,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,2736,28,19.366666666666674,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,705,29,19.08333333333337,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,9979,30,19.599999999999966,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,2492,31,20.616666666666674,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,946,32,21.76666666666665,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,947,33,21.48333333333329,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,327,34,21.5,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,3284,35,22.583333333333314,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,3282,36,22.166666666666686,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,2583,37,23.05000000000001,04:39:59,04:48:59,4
6024_1__6030_1,6024,6024_1,6030,6030_1,603,39,25.849999999999966,04:39:59,04:48:59,4
6024_3__6414_3,6024,6024_3,6414,6414_3,3797,1,9.0,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,2984,2,6.333333333333371,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,2685,3,6.2999999999999545,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,3649,4,5.650000000000091,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,3747,5,4.4500000000000455,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,482,6,4.783333333333303,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,709,7,6.116666666666674,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,1577,8,5.449999999999932,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,990,9,6.350000000000023,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,109,10,5.183333333333394,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,396,11,2.7833333333334167,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,1253,12,4.333333333333371,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,1554,13,5.0833333333332575,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,1099,14,4.966666666666697,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,168,15,2.033333333333303,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,929,16,1.5499999999999545,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,94,17,1.1333333333334394,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,1080,18,1.6999999999999318,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,146,19,2.2000000000000455,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,1089,20,1.4500000000000455,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,213,21,1.4833333333333485,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,3907,22,1.75,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,949,23,1.3166666666667197,10:23:00,10:32:00,10
6024_3__6414_3,6024,6024_3,6414,6414_3,913,24,1.3000000000000682,10:23:00,10:32:00,10
