id_bus,viaje_n,nom_linia,sentit,ordre,nom_parada,codi_parada,hora_paso,min_paso,headway_min,headway_sec,ordre_faltantes
6209,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,03:45:00,45.0,,,
6215,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,03:54:59,54.98,9.999999999966667,600.0,
6802,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,04:05:00,5.0,10.000000000066667,600.0,20
6415,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,04:15:00,15.0,9.999999999966667,600.0,9
6812,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,04:24:59,24.98,9.999999999966667,600.0,
6056,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,04:35:00,35.0,10.000000000033333,600.0,"14,32"
6411,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,04:44:00,44.0,9.000000000033333,540.0,9
6409,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,04:52:00,52.0,7.999999999966667,480.0,
6055,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:00:59,0.98,8.999999999966667,540.0,
6413,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:09:59,9.98,9.0,540.0,
6211,2,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:18:00,18.0,8.000000000033333,480.0,
6408,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:26:00,26.0,8.000000000033333,480.0,
6200,3,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:34:00,34.0,7.999999999966667,480.0,15
6401,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:42:00,42.0,8.000000000033333,480.0,
6402,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:50:00,50.0,7.999999999966667,480.0,
6202,3,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,05:58:00,58.0,8.000000000033333,480.0,"19,20"
6038,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,06:07:00,7.0,9.0,540.0,"16,17,26"
6209,2,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,06:15:00,15.0,8.0,480.0,
6215,2,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,06:24:00,24.0,8.999999999966667,540.0,
6802,2,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,06:33:00,33.0,9.0,540.0,
6415,2,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,06:41:00,41.0,8.000000000033333,480.0,
6082,1,H8,Anada,1,Metro Ernest Lluch - Final de trajecte,3797,06:48:59,48.98,7.999999999933333,480.0,
